Machine_ID,Health_Score,Status,Failure_Probability,RUL,Recommendation
M1395,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1396,59.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1397,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1398,61.9,Warning ,2.0,7 days,✓ Inspect tool wear
M1399,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1400,42.2,Poor ,33.4,2-3 days,✓ Inspect tool wear
M1401,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1402,59.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1403,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1404,58.2,Warning ,3.0,7 days,✓ Inspect tool wear
M1405,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1406,61.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1407,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1408,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1409,75.3,Good ,0.1,14 days,✓ Continue monitoring normally
M1410,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1411,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1412,74.2,Warning ,0.0,14 days,✓ Inspect tool wear
M1413,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1414,82.4,Good ,0.0,14 days,✓ Continue monitoring normally
M1415,66.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1416,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1417,60.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1418,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1419,64.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1420,65.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1421,71.0,Warning ,0.0,14 days,✓ Inspect tool wear
M1422,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1423,60.9,Warning ,0.4,7 days,✓ Inspect tool wear
M1424,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1425,79.9,Good ,0.1,14 days,✓ Continue monitoring normally
M1426,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1427,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1428,56.6,Warning ,4.3,7 days,✓ Inspect tool wear
M1429,58.7,Warning ,4.1,7 days,✓ Inspect tool wear
M1430,62.7,Warning ,0.2,7 days,✓ Inspect tool wear
M1431,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1432,59.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1433,65.7,Warning ,0.4,7 days,✓ Inspect tool wear
M1434,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1435,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1436,71.9,Warning ,0.0,14 days,✓ Inspect tool wear
M1437,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1438,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1439,65.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1440,58.9,Warning ,5.3,7 days,✓ Inspect tool wear
M1441,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1442,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1443,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1444,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1445,62.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1446,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1447,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1448,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1449,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1450,65.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1451,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1452,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1453,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1454,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1455,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1456,59.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1457,60.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1458,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1459,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1460,65.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1461,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1462,63.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1463,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1464,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1465,35.2,Poor ,47.5,2-3 days,✓ Inspect tool wear
M1466,64.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1467,59.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1468,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1469,63.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1470,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1471,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1472,64.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1473,60.3,Warning ,1.0,7 days,✓ Inspect tool wear
M1474,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1475,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1476,69.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1477,76.2,Good ,0.0,14 days,✓ Continue monitoring normally
M1478,76.5,Good ,0.0,14 days,✓ Continue monitoring normally
M1479,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1480,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1481,63.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1482,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1483,57.2,Warning ,3.3,7 days,✓ Inspect tool wear
M1484,60.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1485,74.2,Warning ,1.2,14 days,✓ Inspect tool wear
M1486,62.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1487,59.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1488,72.1,Warning ,0.1,14 days,✓ Inspect tool wear
M1489,71.1,Warning ,0.0,14 days,✓ Inspect tool wear
M1490,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1491,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1492,63.7,Warning ,0.5,7 days,✓ Inspect tool wear
M1493,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1494,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1495,59.2,Warning ,0.4,7 days,✓ Inspect tool wear
M1496,59.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1497,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1498,59.5,Warning ,0.7,7 days,✓ Inspect tool wear
M1499,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1500,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1501,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1502,74.8,Warning ,0.0,14 days,✓ Inspect tool wear
M1503,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1504,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1505,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1506,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1507,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1508,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1509,62.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1510,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1511,64.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1512,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1513,61.9,Warning ,0.1,7 days,✓ Inspect tool wear
M1514,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1515,14.8,Critical ,100.0,Critical,✓ Inspect tool wear
M1516,64.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1517,77.7,Good ,0.0,14 days,✓ Continue monitoring normally
M1518,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1519,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1520,74.1,Warning ,0.0,14 days,✓ Inspect tool wear
M1521,67.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1522,62.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1523,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1524,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1525,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1526,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1527,62.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1528,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1529,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1530,64.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1531,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1532,66.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1533,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1534,59.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1535,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1536,68.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1537,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1538,61.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1539,14.9,Critical ,100.0,Critical,✓ Inspect tool wear
M1540,72.6,Warning ,0.0,14 days,✓ Inspect tool wear
M1541,80.4,Good ,0.0,14 days,✓ Continue monitoring normally
M1542,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1543,61.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1544,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1545,62.4,Warning ,0.2,7 days,✓ Inspect tool wear
M1546,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M1547,60.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1548,71.1,Warning ,0.0,14 days,✓ Inspect tool wear
M1549,76.7,Good ,0.0,14 days,✓ Continue monitoring normally
M1550,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1551,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1552,62.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1553,62.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1554,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1555,61.4,Warning ,0.3,7 days,✓ Inspect tool wear
M1556,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1557,81.6,Good ,0.0,14 days,✓ Continue monitoring normally
M1558,65.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1559,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1560,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1561,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1562,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1563,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1564,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1565,72.0,Warning ,0.0,14 days,✓ Inspect tool wear
M1566,60.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1567,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1568,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1569,74.9,Warning ,0.0,14 days,✓ Inspect tool wear
M1570,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1571,67.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1572,59.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1573,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1574,63.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1575,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1576,58.6,Warning ,1.2,7 days,✓ Inspect tool wear
M1577,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1578,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1579,72.6,Warning ,0.0,14 days,✓ Inspect tool wear
M1580,65.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1581,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1582,17.4,Critical ,99.9,Critical,✓ Inspect tool wear
M1583,61.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1584,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1585,59.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1586,63.5,Warning ,0.4,7 days,✓ Inspect tool wear
M1587,64.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1588,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1589,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1590,66.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1591,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1592,57.5,Warning ,3.9,7 days,✓ Inspect tool wear
M1593,49.3,Poor ,22.8,2-3 days,✓ Inspect tool wear
M1594,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1595,73.6,Warning ,0.2,14 days,✓ Inspect tool wear
M1596,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1597,64.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1598,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1599,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1600,66.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1601,13.5,Critical ,100.0,Critical,✓ Inspect tool wear
M1602,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1603,60.2,Warning ,1.9,7 days,✓ Inspect tool wear
M1604,60.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1605,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1606,15.0,Critical ,100.0,Critical,✓ Inspect tool wear
M1607,59.7,Warning ,0.2,7 days,✓ Inspect tool wear
M1608,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1609,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1610,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1611,60.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1612,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1613,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1614,65.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1615,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1616,14.4,Critical ,99.9,Critical,✓ Inspect tool wear
M1617,75.1,Good ,0.0,14 days,✓ Continue monitoring normally
M1618,11.7,Critical ,100.0,Critical,✓ Inspect tool wear
M1619,77.2,Good ,0.0,14 days,✓ Continue monitoring normally
M1620,62.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1621,56.6,Warning ,2.9,7 days,✓ Inspect tool wear
M1622,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1623,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1624,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1625,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1626,62.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1627,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1628,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1629,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1630,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1631,43.8,Poor ,28.9,2-3 days,✓ Inspect tool wear
M1632,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1633,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1634,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1635,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1636,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1637,64.1,Warning ,2.3,7 days,✓ Inspect tool wear
M1638,65.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1639,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1640,11.6,Critical ,99.7,Critical,✓ Inspect tool wear
M1641,58.8,Warning ,1.3,7 days,✓ Inspect tool wear
M1642,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1643,59.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1644,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1645,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1646,60.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1647,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1648,73.3,Warning ,0.0,14 days,✓ Inspect tool wear
M1649,66.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1650,60.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1651,61.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1652,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1653,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1654,61.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1655,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1656,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1657,67.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1658,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1659,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1660,61.6,Warning ,0.2,7 days,✓ Inspect tool wear
M1661,64.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1662,65.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1663,58.8,Warning ,5.7,7 days,✓ Inspect tool wear
M1664,31.8,Poor ,53.1,2-3 days,✓ Inspect tool wear
M1665,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1666,62.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1667,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1668,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1669,68.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1670,76.9,Good ,0.0,14 days,✓ Continue monitoring normally
M1671,64.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1672,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1673,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1674,63.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1675,71.3,Warning ,0.1,14 days,✓ Inspect tool wear
M1676,64.8,Warning ,0.1,7 days,✓ Inspect tool wear
M1677,70.8,Warning ,0.0,14 days,✓ Inspect tool wear
M1678,9.3,Critical ,99.1,Critical,✓ Inspect tool wear
M1679,39.6,Poor ,38.3,2-3 days,✓ Inspect tool wear
M1680,59.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1681,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1682,60.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1683,69.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1684,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1685,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1686,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1687,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1688,65.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1689,69.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1690,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1691,65.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1692,70.5,Warning ,0.0,14 days,✓ Inspect tool wear
M1693,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1694,27.3,Poor ,63.5,2-3 days,✓ Inspect tool wear
M1695,60.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1696,63.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1697,76.1,Good ,0.1,14 days,✓ Continue monitoring normally
M1698,61.2,Warning ,0.1,7 days,✓ Inspect tool wear
M1699,9.6,Critical ,99.1,Critical,✓ Inspect tool wear
M1700,60.8,Warning ,0.3,7 days,✓ Inspect tool wear
M1701,60.5,Warning ,0.4,7 days,✓ Inspect tool wear
M1702,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1703,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1704,57.9,Warning ,2.0,7 days,✓ Inspect tool wear
M1705,66.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1706,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1707,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1708,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1709,62.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1710,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1711,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1712,66.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1713,63.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1714,61.6,Warning ,0.2,7 days,✓ Inspect tool wear
M1715,61.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1716,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1717,32.9,Poor ,55.2,2-3 days,✓ Inspect tool wear
M1718,8.7,Critical ,99.5,Critical,✓ Inspect tool wear
M1719,77.4,Good ,0.0,14 days,✓ Continue monitoring normally
M1720,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1721,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1722,62.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1723,61.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1724,13.7,Critical ,89.7,Critical,✓ Inspect tool wear
M1725,81.9,Good ,0.2,14 days,✓ Continue monitoring normally
M1726,63.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1727,65.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1728,81.0,Good ,0.1,14 days,✓ Continue monitoring normally
M1729,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1730,57.4,Warning ,3.0,7 days,✓ Inspect tool wear
M1731,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1732,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M1733,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1734,60.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1735,59.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1736,62.5,Warning ,0.1,7 days,✓ Inspect tool wear
M1737,62.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1738,42.1,Poor ,31.0,2-3 days,✓ Inspect tool wear
M1739,58.3,Warning ,1.3,7 days,✓ Inspect tool wear
M1740,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1741,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1742,62.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1743,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1744,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1745,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1746,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1747,68.3,Warning ,0.1,7 days,✓ Inspect tool wear
M1748,52.8,Warning ,11.8,7 days,✓ Inspect tool wear
M1749,64.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1750,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1751,61.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1752,62.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1753,59.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1754,61.9,Warning ,1.6,7 days,✓ Inspect tool wear
M1755,59.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1756,58.9,Warning ,0.2,7 days,✓ Inspect tool wear
M1757,59.5,Warning ,0.8,7 days,✓ Inspect tool wear
M1758,60.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1759,62.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1760,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1761,62.6,Warning ,0.1,7 days,✓ Inspect tool wear
M1762,58.3,Warning ,1.1,7 days,✓ Inspect tool wear
M1763,61.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1764,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M1765,65.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1766,61.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1767,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1768,57.4,Warning ,5.7,7 days,✓ Inspect tool wear
M1769,66.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1770,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1771,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1772,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1773,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1774,62.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1775,63.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1776,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1777,63.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1778,63.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1779,65.7,Warning ,0.1,7 days,✓ Inspect tool wear
M1780,60.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1781,64.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1782,62.1,Warning ,2.6,7 days,✓ Inspect tool wear
M1783,64.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1784,63.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1785,80.8,Good ,0.0,14 days,✓ Continue monitoring normally
M1786,71.8,Warning ,1.1,14 days,✓ Inspect tool wear
M1787,63.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1788,64.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1789,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1790,62.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1791,59.4,Warning ,0.7,7 days,✓ Inspect tool wear
M1792,59.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1793,62.4,Warning ,0.1,7 days,✓ Inspect tool wear
M1794,64.5,Warning ,0.0,7 days,✓ Inspect tool wear
M1795,59.1,Warning ,0.1,7 days,✓ Inspect tool wear
M1796,61.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1797,63.4,Warning ,0.0,7 days,✓ Inspect tool wear
M1798,81.1,Good ,0.1,14 days,✓ Continue monitoring normally
M1799,61.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1800,61.3,Warning ,0.0,7 days,✓ Inspect tool wear
M1801,58.8,Warning ,0.2,7 days,✓ Inspect tool wear
M1802,45.4,Poor ,26.2,2-3 days,✓ Inspect tool wear
M1803,60.8,Warning ,0.0,7 days,✓ Inspect tool wear
M1804,64.1,Warning ,0.0,7 days,✓ Inspect tool wear
M1805,64.9,Warning ,0.0,7 days,✓ Inspect tool wear
M1806,65.0,Warning ,0.0,7 days,✓ Inspect tool wear
M1807,77.1,Good ,0.0,14 days,✓ Continue monitoring normally
M1808,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1809,62.6,Warning ,0.0,7 days,✓ Inspect tool wear
M1810,60.7,Warning ,0.0,7 days,✓ Inspect tool wear
M1811,80.4,Good ,0.0,14 days,✓ Continue monitoring normally
M1812,59.9,Warning ,6.1,7 days,✓ Inspect tool wear
M1813,80.0,Good ,0.0,14 days,✓ Continue monitoring normally
M1814,61.0,Warning ,0.1,7 days,✓ Inspect tool wear
M1815,67.2,Warning ,0.0,7 days,✓ Inspect tool wear
M1816,61.2,Warning ,0.0,7 days,✓ Inspect tool wear
